"GaugeLID"	"Location"	"Latitude"	"Longitude"	"Waterbody"	"State"	"Units"	"Action"	"Flood"	"Moderate"	"Major"	"URL"	"USGS"	"Action_Q"	"Flood_Q"	"Moderate_Q"	"Major_Q"
"CCRN6"	"Callicoon"	41.756667	-75.057778	"Delaware River"	"NY"	"ft"	9	12	13	14.8	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=ccrn6"	"01427510"	28468.8932516984	53372.1836870642	62907.7093388922	81344.7915090807
"CCSA2"	"Dimond"	61.139444	-149.923333	"Campbell Creek"	"AK"	"ft"	19.5	20.5	22.5	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc&gage=ccsa2"	"15274600"	301.157522962779	513.97076854686	NA	NA
"CCTI3"	"State Road 19 in Tipton"	40.276944	-86.0425	"Cicero Creek"	"IN"	"ft"	8	10	12	16.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=ccti3"	"03349210"	1125.39471861172	1504.35952300657	2022.13451740002	5326.91775943859
"CCUC2"	"State Line"	39.132778	-109.026389	"Colorado River"	"CO"	"ft"	12	15	16	17	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=ccuc2"	"09163500"	30592.06643422	44893.7468321844	50657.2864925271	57044.6941852165
"CCVT2"	"Highway 59"	28.730833	-97.138333	"Coleto Creek"	"TX"	"ft"	15	25	28	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=ccvt2"	"08177500"	7837.10770883489	26779.3542264917	37767.0758938128	46406.6048417654
"CCYI4"	"Charles City"	43.062222	-92.673611	"Cedar River"	"IA"	"ft"	9	12	15	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=ccyi4"	"05457700"	6289.1449445171	9791.62631919139	13660.5170589013	18014.321601218
"CDCT2"	"Colorado City"	32.3925	-100.878333	"Colorado River (TX)"	"TX"	"ft"	12	15	20	26	"http://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=cdct2"	"08121000"	952.746415279455	1650.23397748288	3675.43500299582	11013.5615622901
"CDFP1"	"Chadds Ford"	39.869722	-75.593611	"Brandywine Creek"	"PA"	"ft"	8	9	11	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=cdfp1"	"01481000"	4199.0927860674	5292.4124555351	7861.62590041536	10727.1206292159
"CDIO1"	"Cambridge"	40.014444	-81.587222	"Wills Creek"	"OH"	"ft"	10.8	15	18	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=cdio1"	"03142000"	2297.75587769316	3721.87775118451	4950.25007299722	5798.2227674226
"CDNT2"	"Canadian"	35.935	-100.370278	"Canadian River"	"TX"	"ft"	7	8	10	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ama&gage=cdnt2"	"07228000"	1498.45001449352	5293.34956260722	NA	NA
"CDRC2"	"Cedar Hill"	37.036667	-107.875278	"Animas River"	"CO"	"ft"	9.5	10.5	11.5	12.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=cdrc2"	"09363500"	7246.10386779924	10295.8239559227	NA	NA
"CDRI3"	"Cedarville"	41.218889	-85.076389	"Cedar Creek (IN)"	"IN"	"ft"	10	18	20	21	"http://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=cdri3"	"04180000"	3823.9925982994	NA	NA	NA
"CDRV2"	"Catlett"	38.636667	-77.625278	"Cedar Run"	"VA"	"ft"	8	12	15	21	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=cdrv2"	"01656000"	1545.78044863761	4963.12053812563	9106.73787700317	19980.1739308305
"CEDI4"	"Cedar Falls"	42.537568	-92.443493	"Cedar River"	"IA"	"ft"	85	88	90	93	"http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=cedi4"	"05463050"	10301.3796165776	16445.7348562671	22698.4671822855	41968.6888227572
"CEDP1"	"Cedar Run"	41.521667	-77.447778	"Pine Creek"	"PA"	"ft"	7	12	13	15	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=cedp1"	"01548500"	9985.50599120288	33679.9893693973	39587.7013829087	53564.5763543213
"CEMC1"	"Markleeville"	38.714722	-119.763889	"East Fork Carson River"	"CA"	"ft"	6	8	8.5	9.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=cemc1"	"10308200"	4030.89864297733	10766.6197028989	13139.9042849059	18808.4753358706
"CENN1"	"Central City"	41.090833	-98.0775	"Warm Slough"	"NE"	"ft"	8	10	11	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=cenn1"	"06772775"	802.500438730617	NA	NA	NA
"CENR1"	"Centerdale"	41.858988	-71.487282	"Woonasquatucket"	"RI"	"ft"	5	5.5	6.5	7.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=cenr1"	"01114500"	594.664556648957	745.516524182763	1083.67856907225	1462.01121945204
"CENV1"	"Center Rutland"	43.603611	-73.013611	"Otter Creek"	"VT"	"ft"	6	8	10	12	"http://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=cenv1"	"04282000"	2355.73351715574	3788.70512789122	5608.25647488866	9202.60280992185
"CEPN7"	"Canton"	35.461667	-82.869722	"East Fork Pigeon River"	"NC"	"ft"	7	8.5	10	12	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=cepn7"	"03456500"	4715.65291810524	6770.51545895071	8912.19945895301	11673.4037305395
"CERN1"	"Ceresco"	41.015722	-96.544659	"Rock Creek"	"NE"	"ft"	20	22	24	26	"http://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=cern1"	"06803530"	4132.4988993419	5864.50239513806	8597.12912975356	NA
"CERN5"	"Cerro"	36.74	-105.683889	"Rio Grande"	"NM"	"ft"	15	16	17.5	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=cern5"	"08263500"	8120	NA	NA	NA
"CFKT2"	"Conroe"	30.244444	-95.456944	"West Fork San Jacinto River"	"TX"	"ft"	114.8	115.8	116.8	117.8	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=cfkt2"	"08068000"	18933.1545186651	21711.0552311318	24733.2177363926	28334.039715979
"CFMM8"	"Columbia Falls"	48.361944	-114.183889	"Flathead River"	"MT"	"ft"	12.5	13	18	22	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=cfmm8"	"12363000"	41232.0097926145	44634.8619222973	86264.5844983933	129519.02605213
"CFXI4"	"Colfax"	41.681378	-93.246594	"South Skunk River"	"IA"	"ft"	15	18	19	21	"http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=cfxi4"	"05471050"	5295.44726560812	7850.69939245575	9740.27051798168	15410.913757873
"CGGC2"	"Craig"	40.480833	-107.613611	"Yampa River"	"CO"	"ft"	9.4	10.8	12.1	13.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=cggc2"	"09247600"	10295.9826265915	13953.1442357537	17950	NA
"CGMW1"	"Grand Mound"	46.776111	-123.034444	"Chehalis River"	"WA"	"ft"	NA	14	15.5	17	"http://water.weather.gov/ahps2/hydrograph.php?wfo=sew&gage=cgmw1"	"12027500"	NA	22919.8079871233	29348.9166489428	38822.5646374894
"CGNC1"	"Sebastopol"	38.373611	-122.767222	"Colgan Creek"	"CA"	"ft"	73.5	75	76.5	79	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=cgnc1"	"11465700"	-1510.5457362716	-2392.38003052784	-3279.24403596096	-4474.38077760565
"CHAF1"	"Chattahoochee"	30.700833	-84.859167	"Apalachicola River"	"FL"	"ft"	56	NA	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=chaf1"	"02358000"	56401.2322924513	NA	NA	NA
"CHAG1"	"Atlanta South Cobb Drive"	33.816944	-84.48	"Chattahoochee River"	"GA"	"ft"	22	24	28	31	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=chag1"	"02336490"	18673.3929046034	21542.4816237443	27391.637815249	32170.9917133365
"CHAN6"	"Chase Mills"	44.846667	-75.078056	"Grass River"	"NY"	"ft"	7	NA	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=chan6"	"04265432"	7743.6119027188	NA	NA	NA
"CHAS1"	"Chappells"	34.174444	-81.864167	"Saluda River"	"SC"	"ft"	13	14	20	26	"http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=chas1"	"02167000"	7421.24543466552	8349.55482267662	15909.4479637855	33364.3764990142
"CHBD1"	"Coochs Bridge"	39.6375	-75.727778	"Christina River"	"DE"	"ft"	9	10.5	11.5	12.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=chbd1"	"01478000"	530.865765538743	880.020693159766	1236.59478311555	1987.78171067088
"CHBI2"	"Chebanse"	41.008889	-87.823333	"Iroquois River"	"IL"	"ft"	15	16	18	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=chbi2"	"05526000"	15115.7491698947	17248.4094946419	21932.3385424432	27173.3075253547
"CHCG1"	"Keiths Mill"	34.743333	-84.880556	"Coahulla Creek"	"GA"	"ft"	14	16	28	32	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=chcg1"	"02385170"	1550.37396359875	2340.1549761451	NA	NA
"CHCO1"	"Chillicothe"	39.341389	-82.971111	"Scioto River"	"OH"	"ft"	14	16	22	36	"http://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=chco1"	"03231500"	35092.4693948641	44189.7849720178	75304.7360482163	NA
"CHEI1"	"Chester"	44.018211	-111.566603	"Fall River (WY-ID)"	"ID"	"ft"	5.5	6.5	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=chei1"	"13049500"	4529.84421144493	6676.1436826984	NA	NA
"CHEN6"	"Elmira"	42.086389	-76.801389	"Chemung River"	"NY"	"ft"	10	12	15	19	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=chen6"	"01530332"	27505.0170112917	36995.4225942496	NA	NA
"CHFA2"	"Fairbanks"	64.845833	-147.701111	"Chena River"	"AK"	"ft"	11	12	14	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pafg&gage=chfa2"	"15514000"	12500	14118.2213850206	17500.9675393228	22211.4807791147
"CHFS1"	"CHEROKEE FALLS"	35.07	-81.549722	"Broad River in NC/SC"	"SC"	"ft"	33	45	50	59	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=chfs1"	"02153551"	28028.955200691	NA	NA	NA
"CHGA1"	"Cahaba Heights"	33.415556	-86.739722	"Cahaba River"	"AL"	"ft"	14	14	22	24	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=chga1"	"02423425"	5308.38306961857	5308.38306961857	13176.3687596974	15842.7753828812
"CHIN7"	"Chinquapin"	34.828889	-77.832222	"N.E. Cape Fear River"	"NC"	"ft"	12	13	15	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mhx&gage=chin7"	"02108000"	3400.9378823099	4376.23340684445	6989.47753653408	8656.89501427926
"CHLA2"	"Chena Hot Springs Road"	64.886111	-147.247222	"Little Chena River"	"AK"	"ft"	21	25	26	32	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pafg&gage=chla2"	"15511000"	1656.32733768556	2551.1823764904	2864.94707458832	NA
"CHLT2"	"Childress 10N"	34.569167	-100.193611	"Prairie Dog Town Fork of the Red River"	"TX"	"ft"	10	10	14	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lub&gage=chlt2"	"07299540"	19367.8689981326	19367.8689981326	NA	NA
"CHPK1"	"Chapman"	39.031111	-97.04	"Chapman Creek"	"KS"	"ft"	14	19	26	37	"http://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=chpk1"	"06878000"	1475.36986201508	2744.35950066106	NA	NA
"CHRA2"	"Arctic Blvd"	61.205278	-149.895278	"Chester Creek"	"AK"	"ft"	3.3	4	5	6	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc&gage=chra2"	"15275100"	86.2649150980472	164.011183714261	307.202163855124	NA
"CHRA3"	"Globe"	33.827778	-110.855556	"Cherry Creek"	"AZ"	"ft"	15	17	18.2	19.3	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fgz&gage=chra3"	"09497980"	15271.1495559286	NA	NA	NA
"CHRG1"	"Charlotteville"	31.957778	-82.517222	"Altamaha River"	"GA"	"ft"	11	13	20	25	"http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=chrg1"	"02224940"	20358.6111145424	26329.0194574147	72236.100788303	122380.754875177
"CHRN4"	"Cherry Hill"	39.941667	-75.001111	"South Branch Pennsauken Creek"	"NJ"	"ft"	8	9	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=chrn4"	"01467081"	499.817522266414	659.097159862308	NA	NA
"CHRN6"	"Churchville"	43.100556	-77.8825	"Black Creek"	"NY"	"ft"	5	6	7	8	"http://water.weather.gov/ahps2/hydrograph.php?wfo=buf&gage=chrn6"	"04231000"	975.027333846652	1362.35882321227	1807.57624275067	2305.45968588872
"CHSI2"	"Chester"	37.903889	-89.835556	"Mississippi River"	"MO"	"ft"	25	27	35	40	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=chsi2"	"07020500"	384855.58529757	420973.453329985	588715.028828947	735097.707147596
"CHSP1"	"Chester"	39.868889	-75.408611	"Chester Creek"	"PA"	"ft"	7	8	10	14	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=chsp1"	"01477000"	1888.39789757412	2417.59439976358	3539.53495433432	5926.25107085715
"CHTI4"	"Chariton"	40.95189	-93.259848	"Chariton River"	"IA"	"ft"	16	19.5	26	29	"http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=chti4"	"06903400"	1860.11162149338	5333.81504099973	22822.3010765599	37237.7607713507
"CHTM7"	"Carthage"	37.188611	-94.325833	"Spring River"	"MO"	"ft"	8	10	14	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=chtm7"	"07185765"	3609.7692410219	5632.00394465438	13575.6149774064	38331.0182543593
"CHTO3"	"Brookings"	42.123611	-124.186111	"Chetco River"	"OR"	"ft"	18.5	NA	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mfr&gage=chto3"	"14400000"	40595.0868054295	NA	NA	NA
"CHVT2"	"Christoval"	31.186944	-100.501667	"South Concho River"	"TX"	"ft"	9	10	12	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=chvt2"	"08128000"	6247.01615396622	8417.26045278763	14839.6456614818	36623.0579023338
"CHYO2"	"Cheyenne"	35.626389	-99.668056	"Washita River"	"OK"	"ft"	12	13.5	15	17	"http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=chyo2"	"07316500"	543.368334539762	1070.63966296005	2883.56192053317	7182.06871919146
"CIAP4"	"Ciales"	18.323889	-66.46	"Rio Grande De Manati"	"PR"	"ft"	8	10	12	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=ciap4"	"50035000"	7182.05168601937	12246.1876386896	18819.0710498399	36817.2943927969
"CIDI4"	"Cedar Rapids"	41.971944	-91.666944	"Cedar River"	"IA"	"ft"	10	12	14	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=cidi4"	"05464500"	24659.7917195652	33265.9012139613	42390.2111965735	52017.6957927099
"CINN6"	"Cincinnatus"	42.541111	-75.899444	"Otselic River"	"NY"	"ft"	8	9	11.2	12.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=cinn6"	"01510000"	4858.71353600442	5977.66221262149	8826.48998854435	NA
"CIVU1"	"Coalville"	40.917222	-111.684444	"Chalk Creek"	"UT"	"ft"	6.5	7	8	9	"http://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=civu1"	"10131000"	1002.47113007438	1263.09545030705	NA	NA
"CJXA2"	"Crooked Creek"	61.869444	-158.111389	"Kuskokwim River"	"AK"	"ft"	15	19	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc2&gage=cjxa2"	"15304000"	163182.705722927	226281.539041464	NA	NA
"CKFN6"	"Cooks Falls"	41.946389	-74.98	"Beaver Kill"	"NY"	"ft"	8	10	16	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=ckfn6"	"01420500"	6036.20050596551	10255.0637469104	32822.2948245308	44324.8324391122
"CKHV2"	"Providence Forge"	37.436111	-77.061111	"Chickahominy River"	"VA"	"ft"	NA	10	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=ckhv2"	"02042500"	NA	3696.07499787476	NA	NA
"CKLA1"	"Centreville"	32.945	-87.139167	"Cahaba River"	"AL"	"ft"	23	23	36	42	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=ckla1"	"02424000"	19529.592483969	19529.592483969	90000	NA
"CKLN6"	"Conklin"	42.035278	-75.803333	"Susquehanna River"	"NY"	"ft"	8	12	15	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=ckln6"	"01503000"	10945.96729862	23148.1474053824	33518.2568673329	53169.7580999966
"CKTA2"	"Klukwan"	59.415	-135.933056	"Chilkat River"	"AK"	"ft"	127	128	129	130.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pajk&gage=ckta2"	"15056500"	13113.8483838969	14831.428452431	16910.3773622536	21081.8211691221
"CKYM2"	"Cockeysville"	39.485556	-76.645833	"Beaverdam Run"	"MD"	"ft"	7	9	10	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=ckym2"	"01583600"	1089.91254064417	1530.4786004442	1758.59418408055	1999.87493086622
"CKYM6"	"Chunky"	32.326111	-88.909167	"Chunky River"	"MS"	"ft"	21	22	25	26	"http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=ckym6"	"02475500"	12986.0176199487	14140.0790468016	26664.5730524231	32930.9509097518
"CLAI2"	"Clay City"	38.634722	-88.297222	"Little Wabash River"	"IL"	"ft"	15	18	22	25	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ilx&gage=clai2"	"03379500"	2050.78392949035	3243.66618983322	16270.0783858223	35511.5833241894
"CLBM8"	"Culbertson"	48.123333	-104.473333	"Missouri River"	"MT"	"ft"	17	19	21	25	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ggw&gage=clbm8"	"06185500"	95267.3179679168	128501.694324859	NA	NA
"CLBN1"	"Columbus"	41.525876	-97.281728	"Shell Creek"	"NE"	"ft"	18	20	21	22	"http://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=clbn1"	"06795500"	3911.36254769747	6349.05360388574	8103.48733078304	10289.7335580028
"CLBT2"	"Carlsbad"	31.5925	-100.636667	"North Concho River"	"TX"	"ft"	10	12	15	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=clbt2"	"08134000"	1997.36252882523	3301.11019007948	5851.13031824288	13500.3485673552
"CLDG1"	"Coolidge"	31.002222	-83.939167	"Ochlockonee River"	"GA"	"ft"	9	13	16	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=cldg1"	"02327355"	804.137741592957	2358.69999712738	8242.53845433326	NA
"CLDI1"	"Calder"	47.274722	-116.188056	"St Joe River"	"ID"	"ft"	12	13	15	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=cldi1"	"12414500"	15281.424541883	20131.0590008892	32433.0583095565	40000
"CLDT2"	"Cleveland"	30.336389	-95.103889	"East Fork San Jacinto River"	"TX"	"ft"	13	19	22	23	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=cldt2"	"08070000"	1947.10079908594	13706.5913364646	32210.7928706069	42525.6787447514
"CLEC1"	"Coleville (Lower Gage)"	38.513333	-119.448889	"West Walker River"	"CA"	"ft"	7.5	8	8.5	9	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=clec1"	"10296500"	2547.42857487724	3287.60136079408	4164.36320061835	5195.3181258671
"CLIO2"	"Clinton"	35.530833	-98.966667	"Washita River"	"OK"	"ft"	16	18	20	24	"http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=clio2"	"07325000"	1699.80453988532	2090.15552364265	2620.16083590358	5753.18090634296
"CLKN4"	"Clarksville"	40.269722	-74.672222	"Assunpink Creek"	"NJ"	"ft"	7	8	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=clkn4"	"01463620"	312.686429319513	532.270738642492	NA	NA
"CLKW2"	"Clarksburg"	39.238611	-80.359167	"West Fork River"	"WV"	"ft"	12	14	16	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=clkw2"	"03058975"	6238.15280500469	7807.08582658119	9408.67608629185	11040.0318988321
"CLLC1"	"CSUCI Bridge"	34.179444	-119.038889	"Calleguas Creek"	"CA"	"ft"	7.1	7.9	9	9.9	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lox&gage=cllc1"	"11106550"	12111.7596305861	15467.2760550691	20747.0972099364	25648.8790245451
"CLLP1"	"Connellsville"	40.0175	-79.593889	"Youghiogheny River"	"PA"	"ft"	9	12	16	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=cllp1"	"03082500"	15819.9991754672	27014.0180591989	48005.1489679211	60689.1338433609
"CLMI2"	"Colmar"	40.330278	-90.896111	"La Moine River"	"IL"	"ft"	19	20	22	24	"http://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=clmi2"	"05584500"	3698.08436592683	4206.42367627701	5927.98665769193	9640.26035121288
"CLMM2"	"Clements"	38.333333	-76.725	"St. Clement Creek"	"MD"	"ft"	6	7	8	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=clmm2"	"01661050"	1740.02639965465	3986.7394932014	NA	NA
"CLMM6"	"Columbia"	31.237778	-89.846944	"Pearl River"	"MS"	"ft"	16	17	23	26	"http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=clmm6"	"02489000"	28134.3383736922	30812.3626631205	62382.1142481775	97508.4047279217
"CLNK1"	"Clayton 4E"	39.769722	-100.100278	"Prairie Dog Creek"	"KS"	"ft"	9	11	12	14	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gld&gage=clnk1"	"06847900"	447.743872026639	700.170578022579	891.318281847707	1699.53156060718
"CLNN4"	"Clinton"	40.6475	-74.968889	"Mulhockaway Creek"	"NJ"	"ft"	4.5	5.5	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=clnn4"	"01396660"	1047.18329291684	1683.11095715739	NA	NA
"CLPV2"	"Culpeper"	38.350278	-77.975278	"Rapidan River"	"VA"	"ft"	11	13	17	21	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=clpv2"	"01667500"	10080.7020635877	12663.5453841941	18373.1416908608	26346.6198032738
"CLRA4"	"Calico Rock"	36.116111	-92.143056	"White River"	"AR"	"ft"	16	19	25	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=clra4"	"07060500"	93195.045810706	111729.12261443	148797.276221877	179687.404228084
"CLRO2"	"Claremore"	36.307222	-95.697778	"Verdigris River"	"OK"	"ft"	35	36	40	44	"http://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=clro2"	"07176000"	57937.8647466269	59981.4114053631	67970.7366133143	77291.3350618846
"CLRS1"	"Clearwater"	33.484722	-81.897222	"Horse Creek"	"SC"	"ft"	15	17	20	22	"http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=clrs1"	"02196690"	1019.63235678519	NA	NA	NA
"CLRU1"	"Cisco"	38.810556	-109.292778	"Colorado River"	"UT"	"ft"	15.5	19	21	23	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=clru1"	"09180500"	42766.086579017	58667.8710666701	NA	NA
"CLSM6"	"Collins"	31.706944	-89.406944	"Leaf River"	"MS"	"ft"	24	25	28	33	"http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=clsm6"	"02472000"	18890.0646457948	21010.4190945304	30286.4696777589	NA
"CLTA2"	"Talkeetna"	62.558611	-150.233889	"Chulitna River"	"AK"	"ft"	13	19	23	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc&gage=clta2"	"15292400"	41903.2647474663	63077.3152660525	NA	NA
"CLTO2"	"Clayton"	34.574722	-95.340556	"Kiamichi River"	"OK"	"ft"	15	17	19	21	"http://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=clto2"	"07335790"	15748.122237014	19856.1908056561	24838.1155086358	31425.1814153086
"CLUC1"	"Colusa Bridge"	39.214167	-122.000278	"Sacramento River"	"CA"	"ft"	63	70	72	73	"http://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=cluc1"	"11389500"	37062.3047026929	NA	NA	NA
"CLUG1"	"Carsonville"	32.721389	-84.2325	"Flint River"	"GA"	"ft"	17	18	25	47	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=clug1"	"02347500"	17793.3728227457	19670.792741528	35149.6698253267	NA
"CLUM6"	"Columbus"	33.514167	-88.395278	"Luxapallila Creek"	"MS"	"ft"	14	15	23	28	"http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=clum6"	"02443500"	10034.5758392304	11300.3440345127	27456.7631832263	NA
"CLVV2"	"Cleveland"	36.944722	-82.155	"Clinch River"	"VA"	"ft"	12	14	19	24	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=clvv2"	"03524000"	9119.58783123924	11271.9499322438	17985.7408034249	27735.0775258427
"CLWL1"	"Clearwater"	31	-92.379444	"Bayou Cocodrie"	"LA"	"ft"	17	19	21	23	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lch&gage=clwl1"	"07382000"	1085.90456667285	1505.36648090219	2890.56838540155	6253.19445266132
"CLYG1"	"Clyo"	32.528964	-81.268097	"Savannah River"	"GA"	"ft"	10	11	15	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=clyg1"	"02198500"	13002.7477554571	14402.2515573344	28035.0625223382	81000
"CLYN7"	"Clayton"	35.647222	-78.406111	"Neuse River"	"NC"	"ft"	9	9	13	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=clyn7"	"02087500"	5321.48039926551	5321.48039926551	9191.22566920072	13050.2648860617
"CLYW2"	"Clay"	38.460556	-81.088333	"Elk River"	"WV"	"ft"	16	18	20	29	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=clyw2"	"03196800"	19665.0731880596	23757.581429959	28151.0178634452	NA
"CMBK2"	"Cumberland"	36.973889	-82.993056	"Cumberland River"	"KY"	"ft"	9.5	12	14	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=cmbk2"	"03400500"	3817.90143877989	8907.34670368917	NA	NA
"CMBS2"	"Columbia"	45.603611	-98.31	"James River"	"SD"	"ft"	12	13	16	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=abr&gage=cmbs2"	"06471000"	1030.33345797745	1258.54811983834	2084.65740196332	3891.34545241602
"CMDS1"	"Camden"	34.244444	-80.654167	"Wateree River"	"SC"	"ft"	16	27	29	35	"http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=cmds1"	"02148000"	13156.1078653649	28213.680998469	35005.9553585945	92850.6919092587
"CMEC1"	"Carmel"	36.539167	-121.879444	"Carmel River"	"CA"	"ft"	15	NA	16	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=cmec1"	"11143250"	8202.34651316168	NA	10218.4002274114	NA
